 Elevation, residuals, C/No Max, C/No Min, C/No Delta, MaxCno2Second, Delta Carrier phase, deltaCorrected PR, 2nd delta,PS Residual, Los Value
49,-11835603.64,38,32,-6,38,17925.5,280.12,-0.27,43.69,LOS
56,-15027774.66,38,32,-6,39,18611.06,408.07,0.91,25.93,NLOS
32,-1181593.43,33,33,0,33,18531.07,338.17,-12.81,362912.69,NLOS
32,-1199835.75,33,33,0,33,18571.69,378.79,40.62,362962.1,NLOS
48,-5502042.13,33,33,0,34,17907.94,290.03,-0.22,47.66,NLOS
49,-10142441.62,33,33,0,33,17924.57,279.26,0.35,32.71,LOS
58,-10421736.2,33,33,0,32,18590.92,391.81,166700.52,-23.79,NLOS
49,-10360933.39,33,33,0,33,17924.8,268.43,25.79,31.92,LOS
24,-11039197.26,33,33,0,34,18557.62,351.83,13.6,-25.58,NLOS
46,-12016495.22,33,33,0,34,17938.6,266.75,0.43,596.2,NLOS
50,-12363617.76,33,33,0,33,17926.49,289.9,-6.27,75.51,LOS
24,-12495675.37,33,33,0,34,18566.03,359.94,9.38,-9.63,NLOS
56,-12897853.7,33,33,0,33,18602.72,397.19,-1.6,77.71,NLOS
46,-12956871.72,33,33,0,34,18546.67,341.48,1.9,116.01,NLOS
46,-12975085.09,33,33,0,34,18550.92,345.43,3.95,123.88,NLOS
46,-12993295.34,33,33,0,33,18547.94,342.75,-2.68,128.93,NLOS
50,-14147755.94,33,33,0,33,17926.77,280.99,2.13,64.88,LOS
14,-14252069.56,33,33,0,33,18036.83,164.78,1.32,79.14,NLOS
14,-14324887.32,33,33,0,34,18037.2,168.42,-1.82,80.61,NLOS
24,-16536984.17,33,33,0,34,18544.63,343.03,-18.78,-26.72,NLOS
24,-16555216.82,33,33,0,34,18590.21,388.61,45.58,4.33,NLOS
22,-187965.49,33,33,0,33,18556.25,351.06,-5.56,-36.59,NLOS
14,-287739.3,33,33,0,35,18000.6,148.97,-5.76,151.6,NLOS
38,-308614.36,33,33,0,34,18503.01,246.5,10.02,381.18,NLOS
38,-326754.78,33,33,0,34,18378.5,239.28,-7.22,382.35,NLOS
38,-344959,33,33,0,33,18440.89,240.62,1.34,386.18,NLOS
12,-289159.57,33,33,0,34,17408.26,792.44,2.28,67.55,LOS
48,-15910647.88,33,33,0,33,17981.49,219.02,-0.21,15492131.62,NLOS
48,-15928631.36,33,33,0,33,17981.53,218.42,0.59,15491914.69,NLOS
48,-523061.07,33,33,0,34,17982.37,4926.26,5145.24,486.36,NLOS
12,-1490372.1,33,33,0,33,17404.91,795.78,-0.56,77.75,LOS
14,-1702584.57,33,33,0,34,18077.13,126.93,-1.95,201.94,NLOS
38,-1832035.25,33,33,0,34,18454.84,248.7,1.37,2.98,NLOS
38,-2014060.31,33,33,0,33,18454.01,251.73,-0.91,45.92,NLOS
48,-2215595.39,33,33,0,33,17990.69,208.64,0.18,489.43,NLOS
55,-2434897.45,33,33,0,33,18380.91,180.54,-0.57,0.45,NLOS
38,-2596411.74,33,33,0,34,18456.11,253.92,2.44,54.09,NLOS
14,-2753476.32,33,33,0,33,17662.7,539.75,-0.23,101.39,NLOS
38,-2687422.71,33,33,0,33,18457.14,260.08,-1.49,63.65,NLOS
14,-3012908.25,33,33,0,32,18083.3,94.15,-11.6,187.93,NLOS
48,-4144520,33,33,0,34,17996.28,198.35,-0.12,455.67,NLOS
48,-4381019.18,33,33,0,33,18058.64,197.5,-1.65,451.3,NLOS
48,-4399216.87,33,33,0,33,17998.93,197.28,0.22,452.79,NLOS
13,-4547471.72,33,33,0,33,17402.75,793.46,-0.04,76.98,LOS
13,-4565667.65,33,33,0,33,17400.59,795.31,-1.86,77.01,LOS
13,-4583865.1,33,33,0,33,17402.1,794.4,0.92,77.96,LOS
13,-4620262.19,33,33,0,34,17403.86,792.34,-0.95,83.25,LOS
13,-4638460.6,33,33,0,34,17402.81,793.99,-1.65,84.86,LOS
54,-4836828.01,33,33,0,34,18381.45,185.22,0.03,0.25,NLOS
77,-275757.58,34,33,-1,33,18097.75,100.24,-1.88,47.29,NLOS
32,-762674.97,34,33,-1,33,18551.82,358.91,0.82,362414.26,NLOS
49,-534932.75,34,33,-1,35,18438.9,235.2,2.87,139.99,LOS
49,-553131.98,34,33,-1,34,18433.14,239.93,4.73,146.01,LOS
49,-571325.44,34,33,-1,34,18428.49,234.98,-4.95,145.97,LOS
49,-589497.5,34,33,-1,34,18405.61,230.09,-4.89,142.51,LOS
49,-607688.38,34,33,-1,34,18425.27,231.47,1.38,139.59,LOS
49,-625899.91,34,33,-1,34,18445.8,232.81,1.34,138.13,LOS
49,-644081.7,34,33,-1,34,18416.74,234.33,1.51,137.5,LOS
32,-1218051.83,34,33,-1,33,18546.25,353.35,-25.44,362985.28,NLOS
32,-1236238.43,34,33,-1,34,18516.44,341.82,-11.53,362997.26,NLOS
32,-1254470.9,34,33,-1,34,18562.65,370.05,28.23,363037.13,NLOS
77,-1414531.71,34,33,-1,33,18105.74,86.85,-0.98,1.32,NLOS
77,-1432726.6,34,33,-1,34,18106.63,85.89,0.96,2.71,NLOS
77,-1450920.32,34,33,-1,34,18105.79,86.65,-0.77,3.22,NLOS
77,-1887526.53,34,33,-1,33,18108.02,86.12,20.36,-15.49,NLOS
77,-1942103.54,34,33,-1,33,18108.07,82.31,0.35,-14.8,NLOS
48,-1964701.8,34,33,-1,39,18439.13,246.82,3.06,8.18,LOS
48,-1982899.82,34,33,-1,38,18444.75,252.45,5.62,13.89,LOS
47,-2245200.36,34,33,-1,35,17901.89,288.66,1.09,48.64,NLOS
47,-2263399.96,34,33,-1,34,17902.08,287.81,0.85,53.54,NLOS
40,-2479617.97,34,33,-1,33,18314.4,120.55,-4.82,425.59,NLOS
47,-3318671.59,34,33,-1,29,17903.99,291.35,0.67,66.6,NLOS
48,-3511205.02,34,33,-1,33,18467.38,271.48,23.15,2.67,NLOS
40,-4025524.4,34,33,-1,33,18326.7,130.45,0.33,-20.23,NLOS
40,-4043720.2,34,33,-1,34,18326.91,130.47,0.03,-20.64,NLOS
40,-4061915.26,34,33,-1,34,18327.11,129.86,-0.62,-21.79,NLOS
40,-4680551.04,34,33,-1,33,18329.62,135.82,0.42,-21.55,NLOS
40,-4698745.7,34,33,-1,34,18329.76,135.96,0.14,-20.99,NLOS
48,-4756070.68,34,33,-1,35,17903.89,290.58,-0.81,42.31,NLOS
40,-4716939.58,34,33,-1,34,18329.02,135.29,-0.67,-21.22,NLOS
48,-4774263.16,34,33,-1,35,17903.14,290.29,0.29,41.6,NLOS
48,-4792456.16,34,33,-1,34,17903.4,289.46,0.83,41.69,NLOS
48,-4810648.83,34,33,-1,34,17902.93,289.77,-0.3,41.46,NLOS
48,-4919796.56,34,33,-1,35,17903.02,292.49,0.42,35.1,NLOS
26,-5142759.96,34,33,-1,33,18547.68,352.98,-1.62,-28.97,NLOS
26,-5160954.42,34,33,-1,34,18548.71,354.01,1.03,-29.21,NLOS
48,-5374671.74,34,33,-1,33,17907.15,288.09,-1.37,50.94,NLOS
48,-5392867.83,34,33,-1,34,17907.13,288.9,-0.81,50.84,NLOS
48,-5411063.89,34,33,-1,34,17907.04,288.62,0.28,50.99,NLOS
48,-5429259.82,34,33,-1,34,17907.14,289.02,-0.4,50.73,NLOS
48,-5447455.68,34,33,-1,34,17907.25,288.77,0.25,50.69,NLOS
48,-5465651.34,34,33,-1,34,17907.49,289.24,-0.47,50.16,NLOS
48,-5483846.71,34,33,-1,34,17907.75,289.81,-0.57,49.03,NLOS
26,-5524859.65,34,33,-1,33,18550.12,353.32,-1.42,-38.74,NLOS
26,-5543056.17,34,33,-1,34,18550.88,354.38,1.05,-38.71,NLOS
26,-5561250.81,34,33,-1,34,18548.99,352.49,-1.89,-40.58,NLOS
26,-5579444.11,34,33,-1,34,18547.66,351.46,-1.03,-43.49,NLOS
26,-5597637.57,34,33,-1,34,18547.83,352.23,0.77,-45.62,NLOS
26,-5615830.32,34,33,-1,34,18547.11,351.51,-0.72,-48.48,NLOS
26,-5634026.04,34,33,-1,34,18550.09,354.79,3.28,-48.07,NLOS
26,-5652220.77,34,33,-1,34,18549.11,353.51,-1.28,-48.94,NLOS
48,-5694742.21,34,33,-1,33,18473.73,278.42,-1.57,148.16,NLOS
48,-5793273.62,34,33,-1,33,17906.97,285.52,-0.91,149.59,NLOS
48,-5811467.83,34,33,-1,34,17906.54,289.36,-3.84,148.5,NLOS
26,-5834182.48,34,33,-1,33,18548.54,353.23,-1.87,-40.85,NLOS
48,-5829659.46,34,33,-1,34,17906.7,291.91,-2.55,144.84,NLOS
26,-5852374.67,34,33,-1,34,18546.62,351.32,-1.92,-43.97,NLOS
14,-9737094.18,34,33,-1,34,18015.77,236.95,-34149493.35,148.08,NLOS
14,-9755261.7,34,33,-1,34,18015.54,233.38,3.57,107.4,NLOS
14,-9773457.53,34,33,-1,34,18015.6,204.66,28.72,95.34,NLOS
14,-9791668.89,34,33,-1,34,18015.44,189.33,15.33,98.51,NLOS
14,-9809887.72,34,33,-1,34,18013.5,181.46,7.87,109.44,NLOS
14,-9828103.79,34,33,-1,34,18015.6,183.82,-2.36,117.92,NLOS
14,-9919163.19,34,33,-1,35,18016.41,196.8,-9.28,134.55,NLOS
24,-10037887.06,34,33,-1,34,18540.05,332.76,-29.54,23.17,NLOS
24,-10056087.7,34,33,-1,34,18556.22,348.92,16.17,16.52,NLOS
49,-10160652.25,34,33,-1,33,17924.49,279.27,-0.01,36.05,LOS
49,-10178862.46,34,33,-1,34,17924.75,279.66,-0.39,38.98,LOS
49,-10197071.07,34,33,-1,34,17924.71,281.24,-1.58,40.3,LOS
49,-10215278.4,34,33,-1,34,17924.73,282.8,-1.56,40.04,LOS
49,-10233485.07,34,33,-1,34,17924.57,283.12,-0.33,39.42,LOS
49,-10251691.15,34,33,-1,34,17924.55,284,-0.88,37.91,LOS
14,-10884134.32,34,33,-1,33,18019.18,188.6,-5.95,142.14,NLOS
40,-10758744.74,34,33,-1,33,18382.29,177.4,0.84,-34.34,NLOS
40,-10776950.5,34,33,-1,34,18382.63,177.56,0.16,-33.78,NLOS
40,-10795156.34,34,33,-1,34,18382.72,177.77,0.21,-33.13,NLOS
57,-11131882.88,34,33,-1,35,18593.22,394.87,-39.74,83.01,NLOS
57,-11150068.36,34,33,-1,35,18593.18,351.02,-43.84,46.5,NLOS
24,-10966398.11,34,33,-1,41,18578.5,370.31,13.51,-8.13,NLOS
24,-10984593.51,34,33,-1,35,18551.24,350.54,-19.77,-13.44,NLOS
24,-11002807.93,34,33,-1,34,18570.27,365.38,14.84,-3.91,NLOS
24,-11020995.5,34,33,-1,34,18543.42,338.23,-27.15,-21.54,NLOS
40,-11141081.96,34,33,-1,35,18384.72,180.6,-0.22,-19.15,NLOS
40,-11159288.71,34,33,-1,35,18385.07,180.84,0.24,-17.9,NLOS
46,-11828111.97,34,33,-1,33,18508.98,303.19,-105.55,134.36,NLOS
46,-11961876.01,34,33,-1,35,17938.38,266.84,-0.17,594.68,NLOS
46,-11980082.76,34,33,-1,35,17938.42,266.45,0.39,595.62,NLOS
46,-11998288.97,34,33,-1,34,17938.52,267.18,-0.73,595.75,NLOS
56,-12406236.6,34,33,-1,41,18599.93,397.67,-1.18,27.92,NLOS
56,-12424441.44,34,33,-1,40,18600.09,393.64,-4.03,27.26,NLOS
50,-12381820.71,34,33,-1,33,17926.64,282.64,7.27,72.38,LOS
50,-12400024.38,34,33,-1,34,17926.67,282.01,0.63,69.96,LOS
50,-12418227.34,34,33,-1,34,17926.54,282.69,-0.68,66.83,LOS
24,-12441054.77,34,33,-1,33,18555.39,349.3,-11.45,-11.94,NLOS
50,-12436429.76,34,33,-1,34,17926.51,283.21,-0.52,63.16,LOS
24,-12459265.26,34,33,-1,34,18566.76,360.67,11.37,-7.56,NLOS
50,-12454632.18,34,33,-1,34,17926.66,283.18,0.03,59.49,LOS
24,-12477465.63,34,33,-1,34,18556.66,350.56,-10.11,-13.28,NLOS
50,-12472835.15,34,33,-1,34,17926.58,282.61,0.57,56.37,LOS
50,-12491039.42,34,33,-1,34,17926.56,281.28,1.33,54.55,LOS
50,-12509244.79,34,33,-1,34,17926.43,280.17,1.12,53.82,LOS
50,-12527450.39,34,33,-1,34,17926.43,279.9,0.27,53.34,LOS
56,-12916055.65,34,33,-1,33,18603.41,392.15,-5.04,72.96,NLOS
56,-12934255.79,34,33,-1,34,18602.65,391.33,-0.81,67.3,NLOS
40,-12779577.85,34,33,-1,30,18396.39,192.66,0.76,-50.07,NLOS
46,-12920454.34,34,33,-1,39,18545.64,340.15,-1.24,109.63,NLOS
46,-12938662.45,34,33,-1,38,18545.37,339.57,-0.58,111.94,NLOS
46,-13011502.89,34,33,-1,33,18545.39,339.9,-2.85,130.99,NLOS
46,-13029709.17,34,33,-1,34,18544.26,338.77,-1.13,131.77,NLOS
46,-13047916.33,34,33,-1,34,18545.29,339.79,1.03,133.44,NLOS
46,-13066123.67,34,33,-1,34,18545.61,339.52,-0.28,134.68,NLOS
46,-13084333.6,34,33,-1,34,18548.35,342.55,3.03,138.82,NLOS
46,-13102541.36,34,33,-1,34,18546.32,340.53,-2.02,140.78,NLOS
46,-13120748.71,34,33,-1,34,18546.06,340.26,-0.27,142.34,NLOS
46,-13138953.25,34,33,-1,34,18543.38,337.59,-2.67,141.08,NLOS
46,-13157156.42,34,33,-1,34,18542.17,336.67,-0.92,138.75,NLOS
46,-13175361.83,34,33,-1,34,18544.54,338.75,2.08,138.37,NLOS
46,-13193568.11,34,33,-1,34,18545.56,339.76,1.02,138.85,NLOS
56,-13371147.82,34,33,-1,41,18604.95,398.61,0.33,23.5,NLOS
46,-13211773.87,34,33,-1,34,18545.19,339.7,-0.07,139.12,NLOS
46,-13229981.11,34,33,-1,34,18546.81,341.31,1.62,140.86,NLOS
39,-13416796.14,34,33,-1,33,18400.52,204.32,2.79,-28.97,NLOS
50,-13674402.29,34,33,-1,35,17927.75,277.48,0,43.18,LOS
50,-13692608.02,34,33,-1,34,17927.79,277.87,-0.39,43.12,LOS
50,-13710813.76,34,33,-1,34,17927.87,277.54,0.33,43.37,LOS
50,-13729019.61,34,33,-1,34,17927.97,277.4,0.14,43.73,LOS
50,-13747225.45,34,33,-1,34,17927.91,278.89,-1.49,42.57,LOS
50,-13765431.29,34,33,-1,34,17927.91,277.36,1.53,42.93,LOS
50,-14165958.12,34,33,-1,33,17926.79,278.97,2.02,63.07,LOS
14,-14270275.96,34,33,-1,33,18036.91,164.64,0.14,81.54,NLOS
50,-14184160.74,34,33,-1,34,17926.91,278.8,0.17,61.4,LOS
14,-14288480.79,34,33,-1,34,18037.12,166.39,-1.76,82.07,NLOS
14,-14306684.72,34,33,-1,34,18037.14,166.6,-0.21,82.3,NLOS
39,-14418044.21,34,33,-1,35,18404.99,201.19,0.67,-45.47,NLOS
42,-14559503.8,34,33,-1,35,17836.03,365.59,-0.19,67.44,LOS
39,-14436247.07,34,33,-1,34,18405,201.2,0.01,-46,NLOS
39,-14454450.47,34,33,-1,34,18405.25,202.17,0.96,-45.7,NLOS
39,-14472654.03,34,33,-1,34,18405.5,202.15,-0.01,-45.54,NLOS
39,-14490857.17,34,33,-1,34,18405.18,201.85,-0.3,-45.8,NLOS
39,-14509060.54,34,33,-1,34,18405.36,202.5,0.65,-45.53,NLOS
14,-14852808.54,34,33,-1,32,18039.8,160.19,-0.72,101.17,NLOS
56,-15355410.73,34,33,-1,33,18613.3,413.85,-2.01,2.32,NLOS
56,-15373616.83,34,33,-1,34,18613.41,412.08,-1.77,4.71,NLOS
45,-15523609.35,34,33,-1,33,18570.24,366.54,5.37,27.99,NLOS
14,-15744781.79,34,33,-1,33,18044.19,161.2,0.5,108.51,NLOS
14,-15762983.07,34,33,-1,34,18044.55,160.34,0.86,106.69,NLOS
14,-16036032.35,34,33,-1,32,18045.96,168.41,16.82,110.09,NLOS
14,-16381846.08,34,33,-1,33,18047.52,148.48,-0.45,75.15,NLOS
50,-16350297.68,34,33,-1,35,17928.08,296.98,-25.91,18.73,LOS
50,-16368498.37,34,33,-1,34,17927.92,273.29,23.69,17.84,LOS
50,-16386714.47,34,33,-1,34,17928.18,272.12,1.17,19.75,LOS
50,-16404918.91,34,33,-1,34,17928.35,272.65,-0.54,21.1,LOS
24,-16445993.54,34,33,-1,36,18559.3,360.7,-8.37,-10.26,NLOS
24,-16464194.16,34,33,-1,35,18558.14,357.44,-3.26,-10.34,NLOS
6,-16649146.91,34,33,-1,35,18781.94,579.72,-2.73,60.39,NLOS
24,-16482392.74,34,33,-1,34,18556.12,354.82,-2.62,-13.06,NLOS
24,-16500590.93,34,33,-1,34,18555.73,354.13,-0.69,-16.46,NLOS
24,-16518797.09,34,33,-1,34,18563.71,361.81,7.67,-12.2,NLOS
56,-16757030.2,34,33,-1,40,18618.99,413.85,0.42,-6.65,NLOS
24,-16573408.08,34,33,-1,33,18548.82,347.23,-41.39,-6.01,NLOS
56,-16775230.66,34,33,-1,35,18618.94,415.72,1.86,-7.79,NLOS
14,-230041.3,34,33,-1,0,0,24324216.82,24324216.82,1755.79,NLOS
14,-269618.29,34,33,-1,35,18069.79,143.2,-24589985.39,168.94,NLOS
22,-206103.29,34,33,-1,33,18500.84,362.49,11.44,-37.13,NLOS
22,-224365.94,34,33,-1,34,18621.07,359.22,-3.28,-36.34,NLOS
22,-242573.58,34,33,-1,34,18564.91,356.42,-2.8,-37.19,NLOS
38,-181208.56,34,33,-1,34,18446.36,236.9,-1.01,376.69,NLOS
38,-199408.82,34,33,-1,34,18440.45,240.35,3.45,377.74,NLOS
38,-217610.12,34,33,-1,34,18434.8,239.55,-0.8,384.64,NLOS
38,-235802.69,34,33,-1,34,18440.73,230.62,-8.94,368.11,NLOS
38,-253949.83,34,33,-1,34,18378.61,242.05,11.44,379.91,NLOS
38,-272145.05,34,33,-1,34,18440.7,235.98,-6.07,371.43,NLOS
14,-433383.19,34,33,-1,33,18068.64,147.31,-24752555.86,180.01,NLOS
44,-414021.93,34,33,-1,39,17853.61,354.72,-3.36,1110.97,NLOS
38,-290356.92,34,33,-1,34,18440.72,236.48,0.5,379.9,NLOS
22,-369975.81,34,33,-1,35,18622.27,366.11,19.27,-36.26,NLOS
22,-388114.3,34,33,-1,35,18496.03,356.79,-9.32,-37.02,NLOS
55,-529085.14,34,33,-1,33,18377.96,184.93,11.75,618.02,NLOS
38,-363168.75,34,33,-1,33,18440.98,244.04,3.42,398.52,NLOS
55,-547281.62,34,33,-1,34,18377.93,171.87,-13.07,610.2,NLOS
55,-565567.24,34,33,-1,34,18378.13,112.8,-59.07,631.27,NLOS
38,6182.08,34,33,-1,33,18441.99,246.61,-1.92,12.6,NLOS
38,-12017.38,34,33,-1,34,18442.21,243.07,-3.54,11.66,NLOS
38,-84816.41,34,33,-1,34,18442.44,241.99,0.04,12.39,NLOS
38,-103016.44,34,33,-1,34,18442.42,242.15,0.17,12.62,NLOS
38,-121217.26,34,33,-1,34,18442.57,242.27,0.12,13.34,NLOS
38,-139418.04,34,33,-1,34,18442.86,242.96,0.69,14.02,NLOS
12,-216354.68,34,33,-1,35,17406.28,794.11,-0.27,65.16,LOS
38,-157620.14,34,33,-1,34,18442.92,243.36,0.4,15.71,NLOS
12,-234554.83,34,33,-1,34,17405.54,794.86,-0.75,64.9,LOS
38,-175821.89,34,33,-1,34,18442.99,243.87,0.51,17.06,NLOS
12,-252755.76,34,33,-1,34,17407,793.7,1.17,65.14,LOS
38,-194024.05,34,33,-1,34,18443.15,243.49,-0.38,18.53,NLOS
12,-270957.36,34,33,-1,34,17405.98,794.72,-1.03,66.05,LOS
38,-212226.21,34,33,-1,34,18443.14,243.56,0.07,19.99,NLOS
38,-230427.88,34,33,-1,34,18443.13,243.24,-0.32,20.96,NLOS
48,-15946614.94,34,33,-1,33,17981.72,218.06,0.36,15491698.17,NLOS
48,-15964599.34,34,33,-1,34,17982.04,218.49,-0.43,15491481.87,NLOS
48,-15982582.93,34,33,-1,34,17982.03,218.35,0.15,15491265.07,NLOS
48,-16000566.14,34,33,-1,34,17982.2,218.97,-0.62,15491047.28,NLOS
22,-947650.62,34,33,-1,33,18575.99,360,-0.72,29.65,NLOS
22,-965838.27,34,33,-1,34,18545.25,357.44,-2.57,29.5,NLOS
22,-983963.57,34,33,-1,34,18483.36,357.31,-0.13,28.74,NLOS
22,-1002167.07,34,33,-1,34,18563.28,360.78,3.47,29.75,NLOS
22,-1020371.86,34,33,-1,34,18563.77,361.87,1.1,32.64,NLOS
22,-1038645.26,34,33,-1,34,18625.81,353.16,-8.72,33.39,NLOS
22,-1056778.51,34,33,-1,34,18490.94,355.3,2.14,30.99,NLOS
22,-1074978.86,34,33,-1,34,18559.24,357.64,2.34,29.74,NLOS
22,-1093181.63,34,33,-1,34,18561.79,359.89,2.25,30.61,NLOS
22,-1111382.49,34,33,-1,34,18559.37,357.48,-2.41,29.58,NLOS
22,-1129581.91,34,33,-1,34,18558.64,356.74,-0.73,27.1,NLOS
14,-1206542.61,34,33,-1,33,17658.8,543.52,-0.08,141.43,NLOS
22,-1147785.03,34,33,-1,34,18561.45,359.55,2.8,28.32,NLOS
14,-1224743.36,34,33,-1,34,17658.69,543.32,0.2,140.58,NLOS
14,-1242944.85,34,33,-1,34,17658.47,543.4,-0.08,140.46,NLOS
14,-1261145.58,34,33,-1,34,17658.35,543.41,-0.01,139.59,NLOS
14,-1279346.21,34,33,-1,34,17658.41,543.03,0.39,138.92,NLOS
14,-1297546.49,34,33,-1,34,17658.18,543.04,-0.01,138.2,NLOS
14,-1320516.5,34,33,-1,33,18075.07,128.6,-25629626.45,305.41,NLOS
14,-1315747.02,34,33,-1,34,17658.38,543.2,-0.16,137.42,NLOS
14,-1333947.6,34,33,-1,34,17658.51,542.66,0.54,137,NLOS
14,-1352147.51,34,33,-1,34,17658.53,542.88,-0.22,135.6,NLOS
14,-1370348.78,34,33,-1,34,17658.63,542.77,0.11,135.57,NLOS
14,-1484234.83,34,33,-1,33,18076.23,122.98,-25792206.82,212.34,NLOS
14,-1502437.77,34,33,-1,34,18075.42,121.96,1.01,214.29,NLOS
14,-1552351.05,34,33,-1,35,17658.91,541.99,0.2,126.91,NLOS
14,-1570551.27,34,33,-1,35,17659.11,542.36,-0.37,125.83,NLOS
14,-1666187.49,34,33,-1,33,18077.08,66.14,52.12,207.17,NLOS
14,-1684387.06,34,33,-1,34,18076.93,124.97,-58.83,205.73,NLOS
14,-1775394.58,34,33,-1,33,18077.68,123.46,-1.59,208.55,NLOS
38,-1777447.23,34,33,-1,34,18452.42,245.82,4.62,18.26,NLOS
38,-1795636.93,34,33,-1,34,18452.66,241.49,-4.33,7.26,NLOS
38,-1813835.99,34,33,-1,34,18451.98,247.33,5.84,4.72,NLOS
14,-1993807.78,34,33,-1,33,18080.92,111.79,9.31,211.55,NLOS
14,-2012005.66,34,33,-1,34,18078.84,124.04,-12.24,209.03,NLOS
14,-2030204.32,34,33,-1,34,18078.96,122.58,1.45,207.29,NLOS
14,-2048390.38,34,33,-1,34,18079.06,135.23,-12.65,192.95,NLOS
14,-2066578.59,34,33,-1,34,18079.22,132.7,2.52,180.46,NLOS
14,-2084777.01,34,33,-1,34,18079.31,121.19,11.51,179.38,NLOS
43,-2045531.12,34,33,-1,38,18586.64,408.12,-1.22,18.99,NLOS
14,-2102957.87,34,33,-1,34,18057.99,118.23,2.97,181.73,NLOS
43,-2063728.38,34,33,-1,34,18606.51,406.41,-1.72,16.15,NLOS
38,-2032189.36,34,33,-1,33,18383.66,250.21,-1.52,43.82,NLOS
38,-2050388.79,34,33,-1,34,18454.2,253.04,2.83,43.45,NLOS
38,-2068587.06,34,33,-1,34,18454.23,252.59,-0.45,41.62,NLOS
48,-2233795.49,34,33,-1,33,17990.73,209.06,-0.43,489.73,NLOS
48,-2252064.2,34,33,-1,34,18059.68,210.05,-0.98,488.79,NLOS
48,-2270195.99,34,33,-1,34,17923.4,208.55,1.5,488.84,NLOS
48,-2288395.53,34,33,-1,34,17990.7,209.6,-1.05,488.27,NLOS
48,-2306594.18,34,33,-1,34,17990.83,209.97,-0.37,486.53,NLOS
48,-2324793.95,34,33,-1,34,17991.06,209.71,0.26,485.9,NLOS
48,-2342992.72,34,33,-1,34,17991.33,209.95,-0.24,483.97,NLOS
48,-2361192.21,34,33,-1,34,17991.36,210.07,-0.12,482.76,NLOS
55,-2453096.29,34,33,-1,33,18380.88,177.34,-3.2,-4.7,NLOS
48,-2379389.83,34,33,-1,34,17991.4,213.28,-3.21,476.38,NLOS
55,-2471297.13,34,33,-1,34,18380.94,181.66,4.32,-3.66,NLOS
48,-2397589.29,34,33,-1,34,17991.55,208.99,4.29,476.05,NLOS
14,-2448718.65,34,33,-1,33,18082.31,114.83,13.91,203.85,NLOS
55,-2489497.46,34,33,-1,34,18381.06,181.08,-0.58,-3.73,NLOS
48,-2415788.34,34,33,-1,34,17991.73,209.2,-0.21,474.7,NLOS
55,-2507698.26,34,33,-1,34,18381.01,181.09,0.01,-3.32,NLOS
48,-2433988.17,34,33,-1,34,17991.75,209.02,0.17,474.12,NLOS
55,-2525899.12,34,33,-1,34,18381.03,181.48,0.39,-2.56,NLOS
38,-2487234.93,34,33,-1,33,18453.98,262.61,-1.84,78.47,NLOS
38,-2505429.86,34,33,-1,34,18456.89,250.56,-12.05,72.4,NLOS
43,-2609678.74,34,33,-1,33,18610.23,409.54,-1.9,21.38,NLOS
38,-2523630.37,34,33,-1,34,18456.69,256.56,6,72.22,NLOS
43,-2627878.49,34,33,-1,34,18611.12,411.02,1.48,21.02,NLOS
38,-2541825.77,34,33,-1,34,18456.07,252.17,-4.4,67.52,NLOS
43,-2646079.81,34,33,-1,34,18612.83,413.03,2.01,22.55,NLOS
38,-2560020.95,34,33,-1,34,18456.06,252.36,0.19,62.89,NLOS
43,-2664282.51,34,33,-1,34,18614.33,414.53,1.5,25.45,NLOS
14,-2721707.73,34,33,-1,33,18081.55,120.56,4.1,186.63,NLOS
38,-2578215.12,34,33,-1,34,18456.13,251.48,-0.88,57.27,NLOS
14,-2739907.08,34,33,-1,34,18081.51,117.94,2.62,186.18,NLOS
14,-2758106.49,34,33,-1,34,18081.62,117.9,0.04,186.09,NLOS
14,-2776309.3,34,33,-1,34,18084.55,117.71,0.19,186.1,NLOS
14,-2771676.78,34,33,-1,33,17660.28,539.02,0.73,102.04,NLOS
14,-2789876.7,34,33,-1,34,17660.43,538.61,0.41,102.46,NLOS
14,-2808077.29,34,33,-1,34,17660.47,539.07,-0.46,103.25,NLOS
14,-2826277,34,33,-1,34,17660.6,539.04,0.03,103.16,NLOS
38,-2705624.38,34,33,-1,33,18457.35,259.68,-0.4,65.52,NLOS
14,-3031121.26,34,33,-1,33,18083.06,103.34,-9.18,200.84,NLOS
14,-3049316.57,34,33,-1,34,18060.12,97.03,6.31,218.83,NLOS
14,-3067530.31,34,33,-1,34,18083.24,101.26,-4.23,232.48,NLOS
14,-3208454.4,34,33,-1,35,17660.84,539.91,0.3,101.16,NLOS
14,-3226653.65,34,33,-1,35,17661.41,537.47,2.43,101.5,NLOS
48,-4071742,34,33,-1,36,17991.53,198.31,1.59,456.19,NLOS
48,-4089936.35,34,33,-1,34,17996.29,198.33,-0.02,455.84,NLOS
48,-4108130.65,34,33,-1,34,17996.33,198.28,0.05,455.43,NLOS
48,-4126324.1,34,33,-1,34,17996.07,198.23,0.05,454.48,NLOS
48,-4417351.9,34,33,-1,33,17938.97,196.44,0.84,452.48,NLOS
48,-4435550.61,34,33,-1,34,17999.3,197.89,-1.45,454.08,NLOS
48,-4453747.56,34,33,-1,34,17999.55,196.16,1.73,455.43,NLOS
48,-4471944.95,34,33,-1,34,17999.82,196.47,-0.3,456.62,NLOS
